Date,Week,D_Open,D_High,D_Low,D_Close,D_Adj_Close,D_Volume
1928-05-06,18,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-05-13,19,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-05-20,20,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-05-27,21,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-06-03,22,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-06-10,23,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-06-17,24,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-06-24,25,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-07-01,26,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-07-08,27,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-07-15,28,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-07-22,29,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-07-29,30,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-08-05,31,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-08-12,32,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-08-19,33,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-08-26,34,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-09-02,35,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-09-09,36,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-09-16,37,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-09-23,38,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-09-30,39,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-10-07,40,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-10-14,41,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-10-21,42,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-10-28,43,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-11-04,44,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-11-11,45,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-11-18,46,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-11-25,47,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-12-02,48,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-12-09,49,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-12-16,50,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-12-23,51,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1928-12-30,52,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-01-06,53,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-01-13,54,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-01-20,55,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-01-27,56,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-02-03,57,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-02-10,58,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-02-17,59,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-02-24,60,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-03-03,61,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-03-10,62,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-03-17,63,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-03-24,64,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-03-31,65,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-04-07,66,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-04-14,67,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-04-21,68,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-04-28,69,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-05-05,70,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-05-12,71,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-05-19,72,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-05-26,73,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-06-02,74,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-06-09,75,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-06-16,76,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-06-23,77,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-06-30,78,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-07-07,79,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-07-14,80,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-07-21,81,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-07-28,82,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-08-04,83,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-08-11,84,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-08-18,85,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-08-25,86,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-09-01,87,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-09-08,88,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-09-15,89,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-09-22,90,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-09-29,91,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-10-06,92,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-10-13,93,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-10-20,94,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-10-27,95,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-11-03,96,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-11-10,97,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-11-17,98,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-11-24,99,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-12-01,100,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-12-08,101,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-12-15,102,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-12-22,103,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1929-12-29,104,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-01-05,105,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-01-12,106,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-01-19,107,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-01-26,108,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-02-02,109,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-02-09,110,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-02-16,111,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-02-23,112,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-03-02,113,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-03-09,114,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-03-16,115,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-03-23,116,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-03-30,117,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-04-06,118,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-04-13,119,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-04-20,120,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-04-27,121,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-05-04,122,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-05-11,123,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-05-18,124,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-05-25,125,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-06-01,126,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-06-08,127,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-06-15,128,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-06-22,129,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-06-29,130,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-07-06,131,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-07-13,132,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-07-20,133,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-07-27,134,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-08-03,135,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-08-10,136,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-08-17,137,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-08-24,138,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-08-31,139,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-09-07,140,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-09-14,141,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-09-21,142,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-09-28,143,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-10-05,144,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-10-12,145,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-10-19,146,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-10-26,147,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-11-02,148,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-11-09,149,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-11-16,150,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-11-23,151,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-11-30,152,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-12-07,153,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-12-14,154,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-12-21,155,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1930-12-28,156,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-01-04,157,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-01-11,158,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-01-18,159,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-01-25,160,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-02-01,161,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-02-08,162,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-02-15,163,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-02-22,164,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-03-01,165,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-03-08,166,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-03-15,167,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-03-22,168,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-03-29,169,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-04-05,170,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-04-12,171,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-04-19,172,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-04-26,173,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-05-03,174,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-05-10,175,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-05-17,176,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-05-24,177,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-05-31,178,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-06-07,179,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-06-14,180,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-06-21,181,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-06-28,182,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-07-05,183,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-07-12,184,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-07-19,185,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-07-26,186,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-08-02,187,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-08-09,188,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-08-16,189,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-08-23,190,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-08-30,191,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-09-06,192,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-09-13,193,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-09-20,194,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-09-27,195,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-10-04,196,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-10-11,197,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-10-18,198,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-10-25,199,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-11-01,200,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-11-08,201,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-11-15,202,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-11-22,203,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-11-29,204,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-12-06,205,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-12-13,206,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-12-20,207,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1931-12-27,208,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1932-01-03,209,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
1932-01-10,210,-0.000180851540214,-0.000371427629387,-0.00014824174063,-0.000181043229965,-0.000181043229965,-3.60374147168988E-05
